"id","name","host_id","host_name","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
20215458,"420 friendly unit - City Park West",9691307,"Gretchen & Jim",39.75147,-104.96365,"Entire home/apt",57042,1,219,"2024-06-16",2.65,10,354,31,"2021-BFN-0006184"
20227444,"Charming North Denver Home with all the Amenities!",144123521,"VenandMegan",39.76246,-105.04655,"Entire home/apt",136,3,182,"2024-06-15",2.18,1,50,12,"2017-BFN-0005850"
20279733,"Tennyson St Guesthouse with private patio",73253492,"Peter",39.7889,-105.04253,"Entire home/apt",101,4,111,"2024-06-20",1.32,1,36,12,"2017-BFN-0005549"
20331352,"Jefferson park Modern Townhome - Empower Field",36400258,"Josh",39.75016,-105.02262,"Entire home/apt",450,2,43,"2023-07-16",0.51,1,50,1,"2019-BFN-0009815"
20347577,"Denver Home Away from Home- 4 Bedroom House",20494480,"Mark",39.74678,-104.93681,"Entire home/apt",151,29,28,"2019-11-25",0.34,1,260,0,""
20355129,"Luxury Home in LoHi on Central Court with Hot Tub",56986825,"Linda",39.76155,-105.00852,"Entire home/apt",170,30,64,"2019-03-10",0.77,1,151,0,""
20421638,"1 Bedroom with GREAT City Views at Brooks Tower!",24157036,"Angela",39.74555,-104.99741,"Entire home/apt",143,30,10,"2023-02-14",0.12,16,323,0,""
20425997,"Executive Suite, central location 1bd/1ba + patio",39659935,"Imad",39.69766,-104.92707,"Entire home/apt",NA,180,85,"2023-10-07",1.03,1,24,2,""
20454251,"27TH FLOOR - 1 BEDROOM SPIRE",24157036,"Angela",39.746,-104.99525,"Entire home/apt",222,30,0,"",NA,16,266,0,""
20518557,"Modern & Spacious West Highlands Home",2903727,"Meghan",39.76356,-105.04741,"Entire home/apt",263,2,172,"2024-06-09",2.06,1,6,39,"2019-BFN-0006053"
20537548,"Modern Denver Home with Easy Mountain Access!!",18741192,"Kelli",39.72753,-105.03694,"Entire home/apt",157,3,88,"2024-06-10",1.06,1,70,44,"2018-BFN-0009332"
20540209,"Oasis in the City-5 mins 2 downtown 420 GLBT Chill",146663005,"Leasha “Lisha”",39.77257,-105.01855,"Private room",55,29,92,"2020-08-18",1.14,1,58,0,"2017-BFN-0006717"
20623366,"Beautiful Victorian Oasis just steps from 32nd.",9921222,"Courtney",39.76191,-105.03524,"Entire home/apt",205,3,100,"2024-05-16",1.22,1,198,16,"2019-BFN-0009986"
20624536,"""Blue Ox"" Charming 2 Bedroom Triplex - S Broadway",61177011,"Kerrie",39.71571,-104.98651,"Entire home/apt",166,2,468,"2024-06-28",5.7,1,104,72,"2023-BFN-0036973"
20652963,"Suite Tennyson at Sloan's Lake",4336857,"Ryan",39.75547,-105.04476,"Entire home/apt",139,2,398,"2024-06-28",4.8,1,47,67,"2019-BFN-0008756"
20690944,"Capital Hill Condo - Top Floor - Great location",6980429,"Eileen",39.72857,-104.98239,"Entire home/apt",55,30,127,"2024-05-10",1.55,1,93,8,"2023-BFN-0017020"
20695085,"Pool/Central Park/Hospitals/Private entrance",90253862,"Megan",39.76599,-104.8807,"Entire home/apt",169,2,91,"2023-11-28",1.46,1,349,8,"2021-BFN-0007820"
20712499,"Private King BDR & Bath * Ideal Location",5225646,"Christopher",39.685471,-104.935753,"Private room",50,1,143,"2024-05-22",1.72,3,137,22,"2017-BFN-0006067"
20730936,"Romantic Period House Close to Hip Galleries and Brew Pubs",7656786,"Julia",39.75601,-104.9816,"Entire home/apt",95,90,186,"2023-04-01",2.25,2,272,0,"2020-BFN-0007010"
20742698,"Modern Townhome - Private Rooms (2) - PT Roommate",20704706,"Meg",39.74458,-105.03207,"Private room",263,29,3,"2021-10-24",0.05,4,365,0,"2021-BFN-0001576"
20812859,"Town Room 2",51530543,"Samson",39.67703,-104.9991,"Private room",500,29,1,"2022-06-15",0.04,3,364,0,""
20830968,"Welcome to the York Street Speakeasy!",22207889,"Robert",39.73616,-104.95839,"Entire home/apt",124,2,199,"2024-06-17",3.54,1,122,38,"2019-BFN-0010067"
20831334,"The Denver Music House!",65133406,"Michael",39.77287,-105.03004,"Entire home/apt",151,2,114,"2024-06-09",1.38,1,307,5,"2021-BFN-0000595"
20845158,"Private Room, 3+ month rental!",20215844,"Christy",39.69429,-105.04204,"Private room",50,90,0,"",NA,1,89,0,""
20886026,"Entire Home  - Quiet - Keypad - No cleaning fees!",105865103,"Shatta",39.76337,-104.95445,"Entire home/apt",129,2,69,"2024-06-23",0.84,1,55,14,"2018-BFN-0006753"
20901539,"Centrally located, modern home in Downtown Denver!",23669227,"Catherine",39.7350505892102,-105.001378727895,"Entire home/apt",461,3,4,"2024-06-28",4,1,144,4,"2024-BFN-0018233"
20904798,"Luxury RiNo Townhome-Art District Gem-w/pvt garage",20443428,"Salil",39.76389,-104.97647,"Entire home/apt",457,2,243,"2024-06-23",3,1,316,22,"2019-BFN-0008527"
20956686,"Sunny Bungalow with Private Hot Tub Near Downtown",28420396,"Mark",39.7423,-104.94234,"Entire home/apt",NA,29,55,"2022-12-19",0.67,1,0,0,"2017-BFN-0006766"
20996662,"Capitol Hill Loft - Walking distance to EVERYTHING",151149715,"Cameron",39.7423,-104.97677,"Entire home/apt",132,2,408,"2024-06-19",4.97,1,47,45,"2017-BFN-0008632"
21007311,"Hip Duplex, Near Hospital, Parking, Pooch Friendly",150734947,"Lorenzo",39.76765,-104.90753,"Entire home/apt",NA,30,298,"2024-04-07",3.63,1,0,3,"2017-BFN-0007209"
21024630,"Studio with private entrance and garden area",139314021,"Jay",39.74797,-104.90114,"Private room",109,30,151,"2024-04-21",1.84,2,117,2,"2023-BFN-0051773"
21027425,"Spacious, Comfortable Bungalow near Sloan's Lake!",151442685,"Ashley",39.73891,-105.03701,"Entire home/apt",93,30,358,"2023-02-21",4.37,1,50,0,"2017-BFN-0007679"
21028558,"Lovely Spacious Home - Univ Park/Central Denver",151451820,"Michele And Czeslaw",39.67505,-104.94162,"Entire home/apt",440,3,228,"2024-06-16",2.78,1,317,34,"2017-BFN-0007660"
21029294,"Private 1B/1B in Very Walkable LoHi Neighborhood",43001445,"David",39.76138,-105.01527,"Private room",73,2,210,"2024-06-12",2.57,2,20,25,"2018-BFN-0008425"
21080559,"One Night Minimum, City/Mtns Cozy Garden Level Apt",113264940,"Brad",39.68803,-104.97626,"Entire home/apt",65,1,787,"2024-06-25",9.71,1,94,82,"2019-BFN-0003121"
21097394,"Beautiful Private Carriage House, Heart of Denver",77149120,"Sue & Joe",39.75134,-104.96118,"Entire home/apt",249,3,80,"2024-06-16",0.98,1,296,11,"2020-BFN-0000945"
21110108,"Unit #1 Modern & Cozy on Logan St. in W. Wash Park",152232731,"Ray",39.71271,-104.98245,"Entire home/apt",93,30,35,"2024-04-27",0.43,2,29,3,""
21139957,"The Shaker - Huge Luxury Loft with City Views!",98259634,"Skyline Denver",39.7413071836351,-104.992739385293,"Entire home/apt",920,2,129,"2024-05-12",1.57,5,359,15,"2021-BFN-0009769"
21140507,"Bright and Relaxing - DEN, DTC & DIA",3666717,"Shawna",39.63847,-104.89963,"Entire home/apt",100,30,24,"2024-02-29",0.3,1,167,4,""
21151336,"Admire the Eclectic Aesthetic at a Historic City Sanctuary",151512284,"Hanna",39.73947,-104.96051,"Entire home/apt",123,1,564,"2024-06-21",6.9,1,47,44,"2017-BFN-0007429"
21165225,"Spacious and Cozy Walk out basement Apt.",150797741,"Aweke",39.78369,-104.74925,"Entire home/apt",85,29,61,"2023-08-05",0.75,1,329,1,"2017-BFN-0007732"
21177846,"Sunny & Secluded Artist Studio Outside Downtown",54868205,"Stephanie",39.7572,-104.97161,"Entire home/apt",95,29,154,"2023-10-19",1.89,1,99,1,"2017-BFN-0007702"
21205774,"1 Block To Tennyson | Coffee, Bars, Shops & Eats",24149592,"Jacob",39.77069,-105.04182,"Entire home/apt",130,2,146,"2024-06-19",1.87,2,156,36,"2021-BFN-0000445"
21216507,"Downtown Denver Furnished Condo",1664538,"John",39.74418,-104.99463,"Entire home/apt",100,30,0,"",NA,1,87,0,""
21241714,"Comfortable apartment 3",65787978,"Luis",39.68463,-105.02381,"Private room",30,30,97,"2024-02-29",1.2,3,106,4,"2019-BFN-0002120"
21242678,"Beautiful Highlands Home, perfect location",47407658,"Niya And Grant",39.76062,-105.03918,"Entire home/apt",125,60,90,"2022-09-27",1.11,1,65,0,"2017-BFN-0007762"
21281617,"Modern Sunny Loft-Style Condo in Cherry Creek",10917089,"Jeffrey",39.7121086120605,-104.941688537598,"Entire home/apt",89,30,19,"2024-05-12",0.24,5,271,3,""
21296832,"Denver Vacation Rental w/ Grill - 7 Mi to Downtown",121718072,"Evolve",39.70373,-104.90665,"Entire home/apt",94,30,0,"",NA,85,353,0,""
21435385,"Bright & Beautiful in Sunnyside / Highland",18160608,"Anne",39.76788,-105.00917,"Entire home/apt",89,29,93,"2024-04-07",1.16,1,272,1,""
21454930,"30+ Day Rental in Capitol Hill",24326234,"Christina",39.73705,-104.98176,"Entire home/apt",72,30,270,"2024-01-28",3.32,28,86,2,""
21478468,"Bungalow w/ Backyard & Large Kitchen near Tennyson",35661802,"Sean",39.77685,-105.05045,"Entire home/apt",300,30,1,"2021-04-24",0.03,1,358,0,""
21489122,"Pets Welcome - Fenced-In - 30+ Day Stay - Denver",39464871,"Samuel",39.72538,-105.04968,"Entire home/apt",141,29,28,"2024-05-08",0.35,1,80,2,""
21513609,"Entire Park Hill Home",489506,"Doreen",39.74854,-104.93332,"Entire home/apt",250,1,11,"2024-06-23",0.21,1,79,1,"2023-BFN-0046364"
21513658,"Awesome Downtown Denver Loft",52088228,"John",39.75173,-105.00664,"Entire home/apt",99,30,5,"2023-11-19",0.07,1,128,2,""
21514625,"Historic Curtis Park Townhome",1799191,"Bricksandtimber (Ashlee & Graham)",39.7616271972656,-104.974243164062,"Entire home/apt",82,45,19,"2023-09-16",0.27,2,222,2,""
21516109,"Quiet, CLEAN and Private bedroom!",154378295,"Catalina",39.75696,-105.04053,"Private room",36,30,11,"2024-04-13",0.2,1,169,2,""
21534828,"NEWLY RENOVATED- Sunny Potter Highland Space",33326336,"Allison",39.76466,-105.02164,"Entire home/apt",113,3,206,"2024-06-22",2.55,1,280,42,"2021-BFN-0000531"
21563426,"LoHi Art Cottage- A Comfy Semi-Urban Oasis",155117775,"Tony",39.76682,-105.0022,"Private room",66,30,191,"2024-01-25",2.39,1,125,2,""
21568349,"Perfectly Appointed, Walkable, Lovely Denver",28425305,"Nicole",39.72964,-104.94485,"Entire home/apt",168,29,16,"2023-11-22",0.25,2,300,2,""
21593423,"Garden-Level Apartment near Chaffee Park",33294500,"Shane",39.77993,-105.01279,"Entire home/apt",179,2,241,"2024-03-05",3.01,1,235,13,"2019-BFN-0009699"
21667826,"Modern Guesthouse ♥ Garage Parking ♥ Walk To RiNo",43193247,"Simon",39.76138,-104.96965,"Entire home/apt",209,1,375,"2024-06-14",4.69,1,146,53,"2017-BFN-0008517"
21684051,"LoHi Haven",24544007,"Elizabeth ‘E-Lee’",39.76259,-105.00435,"Entire home/apt",94,3,130,"2024-06-26",1.61,1,6,34,"2022-BFN-0000704"
21699522,"Two Story Denver Carriage Home",55187396,"Katherine",39.75974,-105.03027,"Entire home/apt",93,30,83,"2024-06-03",1.03,1,45,4,"2017-BFN-0008260"
21712656,"PET/420 friendly - Cheesman Park",9691307,"Gretchen & Jim",39.7358682222208,-104.972721144473,"Entire home/apt",99570,29,21,"2023-12-14",0.33,10,357,1,"2019-BFN-0003692"
21732567,"Near Park w/ Easy Access to Downtown & Red Rocks!",14126753,"Kim And Ben Homes With Hospitality",39.70208,-105.02098,"Entire home/apt",688,3,68,"2024-03-04",0.86,29,344,3,"2020-BFN-0000587"
21796586,"Cozy&Spacious 2Bed Gem: Private, Kitchen, Near DIA",74368861,"Alicia",39.77523,-104.75149,"Entire home/apt",207,1,602,"2024-06-19",7.63,6,153,33,"2018-BFN-0000372"
21811514,"Backyard, Pets, Convenient, Walk to Lake, Dining, & Shopping",83612871,"Michelle",39.73713,-105.04721,"Entire home/apt",83,29,248,"2024-02-29",3.09,2,181,1,""
21813519,"Colfax Urban Farm",11390390,"Sean",39.74178,-104.90418,"Private room",69,1,188,"2024-06-23",2.34,2,358,18,"2021-BFN-0008907"
21819046,"Quebec City Farmhouse",11390390,"Sean",39.74068,-104.90475,"Private room",56,1,178,"2024-05-05",2.21,2,160,8,"2021-BFN-0008907"
21865169,"Lux Charmer • Hot Tub • Near Mtns/Red Rocks/DT",9834932,"AirSimplicity",39.72397,-105.04566,"Entire home/apt",234,29,266,"2023-08-14",3.32,11,249,6,"2020-BFN-0000963"
21946032,"Charming 1904 Victorian in Heart of LoHi Sleeps 6",13466466,"Natalie",39.7629814147949,-105.020805358887,"Entire home/apt",257,3,144,"2024-06-09",1.82,1,157,29,"2018-BFN-0007914"
21975933,"Private Room Shared Bath Capitol Hill Downtown",160449770,"Ember",39.7291,-104.98276,"Hotel room",226,1,29,"2024-01-21",0.39,6,212,1,"2017-BFN-0005812"
21976300,"Shared - 1 Twin Bed in 6 Bed Co-Ed Dorm",160449770,"Ember",39.73104,-104.98433,"Shared room",45,1,127,"2024-06-06",1.58,6,335,10,"2017-BFN-0005812"
21992685,"Shared Room - 1 twin bed in 8 bed Female ONLY dorm",160449770,"Ember",39.73084,-104.98442,"Shared room",53,1,40,"2024-01-29",0.5,6,335,3,"2017-BFN-0005812"
21998986,"Modern 4 Story Home in LoHi with Penthouse Views",16722769,"Scotty",39.76099,-105.00913,"Entire home/apt",554,5,66,"2024-06-16",0.83,1,257,6,"2018-BFN-0009238"
22014975,"Modern Rooftop Centrally Located!!!!",49381817,"Michael",39.75393,-105.0192,"Entire home/apt",250,29,32,"2021-08-30",0.42,1,172,0,"2018-BFN-0007472"
22045549,"Modern Townhome at Sloans Lake close to Downtown",51523824,"Tanya",39.741,-105.04671,"Entire home/apt",115,29,62,"2023-08-25",0.78,1,221,1,""
22056178,"Upgraded King Bed Private Apt in Congress Park",64249345,"Lisa",39.74019,-104.94588,"Entire home/apt",164,1,461,"2024-06-24",5.94,1,320,59,"2019-BFN-0001036"
22100613,"Wash Park Apt - Premium Location Private Entrance",23977016,"Ben",39.70402,-104.9612,"Entire home/apt",99,2,319,"2024-06-22",4.17,1,68,34,"2017-BFN-0009062"
22105196,"Remote Workers Dream |Townhouse in Heart of Denver",2357897,"Max",39.7252502441406,-104.941886901855,"Entire home/apt",NA,29,6,"2018-01-15",0.08,1,0,0,""
22129989,"Luxury Denver Condo With Pool Near Airport",68870931,"Elaine",39.80133,-104.76943,"Entire home/apt",75,30,3,"2023-12-31",0.13,1,334,1,""
22160234,"Downtown Denver High Rise w/balcony City Views!",114407837,"Jonathan",39.74554,-104.99561,"Entire home/apt",82,30,15,"2023-05-15",0.22,1,320,0,""
22201970,"Cap Hill Private Condo. Great Walkability!",16815406,"Garrett & Sarah",39.73561,-104.98243,"Entire home/apt",117,2,392,"2024-06-11",4.93,1,84,46,"2017-BFN-0009065"
22209112,"Hillcrest Manor-Mid Century Modern 1963 Art House",20988940,"James",39.64702,-104.91544,"Entire home/apt",350,3,146,"2024-06-27",1.84,1,198,14,"2023-BFN-0038556"
22231253,"Hip Bungalow w/yard in Sunnyside/LoHi near DT/MNTS",10989140,"Dan And Emily",39.77358,-105.02145,"Entire home/apt",294,3,290,"2024-06-10",3.67,1,144,39,"2017-BFN-0009194"
22264680,"Sleek Highlands Home! Sleeps 16",162690625,"Arthur",39.77353,-105.00465,"Entire home/apt",262,30,134,"2024-05-14",1.72,1,302,4,"2018-BFN-0001344"
22280793,"Historic Baker Neighborhood - 2 Bedroom Apartment",58096869,"Kristen",39.71958,-104.9857,"Entire home/apt",127,2,161,"2024-06-28",2.03,1,36,24,"2018-BFN-0000210"
22303051,"Comfy & cozy private 2-bed guest suite - RiNo area",24975037,"Tonya",39.76287,-104.96601,"Entire home/apt",134,2,325,"2024-06-02",4.1,1,32,29,"2018-BFN-0006902"
22305207,"Premier Cap Hill Home - 30 Day Rental $5500",163052068,"Tyler",39.73232,-104.97884,"Entire home/apt",183,29,159,"2024-05-31",2.01,1,316,3,"2019-BFN-0009614"
22336069,"Boutique Studio | Walk to Bars | Couples Retreat",724381,"Gr",39.76603,-104.97177,"Entire home/apt",93,1,757,"2024-06-13",9.53,1,58,89,"2021-BFN-0000559"
22337049,"Furnished month-to-month townhome in heart of RiNo",2429828,"Lauren",39.75971,-104.9869,"Private room",52,30,23,"2024-05-31",0.3,1,239,3,""
22356471,"Denver Luxury Retreat - Private Rooftop/Hot Tub",26031757,"Jessica",39.76027,-104.94607,"Entire home/apt",595,3,77,"2024-06-17",1.02,2,134,9,"2019-BFN-0008053"
22360476,"DEN COw - Modern, Clean, Elegant 3 BR House",64997801,"Joel",39.71296,-105.04449,"Entire home/apt",95,29,29,"2024-05-16",1.08,2,172,6,"2021-BFN-0010443"
22362499,"Roaring Twenties Speakeasy Apartment Near City Park",19108385,"Zac And Lisa",39.76018,-104.93855,"Entire home/apt",231,2,254,"2024-06-23",3.22,1,23,53,"2017-BFN-0007936"
22379059,"Newly Renovated 2 Bedroom Bungalow Apartment",42450360,"Kathryn",39.75827,-105.02583,"Entire home/apt",123,30,129,"2021-02-25",1.63,2,330,0,""
22410621,"Central Park home close to DIA, Anschutz, Denver",4715302,"Elana",39.75497,-104.85854,"Private room",50,31,13,"2023-03-22",0.17,1,89,0,""
22481348,"Cozy apart B (addi.fee is 10.00 after 1 st guest )",65787978,"Luis",39.68597,-105.02434,"Private room",40,30,69,"2023-12-07",0.88,3,272,2,"2019-BFN-0002120"
22485091,"Private Room in Townhouse w/amazing Rooftop Views",30785414,"Shanna",39.75738,-104.98496,"Private room",100,1,103,"2024-06-09",3.42,1,275,38,"2021-BFN-0009460"
22494945,"Garden level guest suite with ALL the amenities",4089715,"Tina",39.75974,-104.92933,"Entire home/apt",109,2,131,"2024-04-14",1.67,1,130,10,"2018-BFN-0006200"
22506969,"Cozy Sunnyside Bungalow",5818653,"Shanna And Chris",39.76942,-105.01212,"Entire home/apt",NA,29,156,"2023-05-30",1.98,1,11,0,"2018-BFN-0007730"
22515364,"Artisan Loft in Historic Five Points with Rustic Red Bricks",165269170,"Stephen Barnhardt",39.76097,-104.97516,"Entire home/apt",213,1,774,"2024-06-14",9.82,1,254,81,"2021-BFN-0009751"
22529249,"The Larimer Life - Rooftop in RiNo -",26476553,"Skylar",39.75494,-104.98346,"Entire home/apt",392,1,435,"2024-06-06",5.6,1,67,57,"2018-BFN-0007882"
22651424,"LoDo/Union Station Loft in the heart of downtown!",166817939,"Claude",39.75352,-105.00378,"Entire home/apt",122,29,0,"",NA,1,128,0,""
22674036,"A Peaceful Denver Square in the Center of it all",167077262,"Allison",39.7352,-104.95359,"Entire home/apt",249,3,36,"2023-10-02",0.47,1,49,6,"2023-BFN-0007341"
22698091,"Heart of Denver",167359136,"Brian",39.7229,-104.98239,"Private room",67,2,127,"2024-06-13",2.34,1,117,21,"2019-BFN-0011386"
22727793,"Shared Room - 1 twin bed in 16 bunk bed co-ed dorm",160449770,"Ember",39.72937,-104.98324,"Shared room",45,1,130,"2024-06-02",1.66,6,335,25,"2017-BFN-0005812"
22747038,"Shared room - 1 Twin Bed in 4 bed Co-Ed Dorm",160449770,"Ember",39.72969,-104.98288,"Shared room",52,1,18,"2022-08-14",0.23,6,244,0,"2017-BFN-0005812"
22792557,"2 BEDROOM CORNER UNIT IN THE SPIRE",24157036,"Angela",39.74587,-104.99664,"Entire home/apt",258,30,5,"2022-06-10",0.1,16,301,0,""
22825320,"Jog around Berkeley Lake from a Charming Craftsman Home",7796684,"Susan",39.77981,-105.04667,"Entire home/apt",93,29,344,"2024-03-10",4.4,3,119,3,"2018-BFN-0005437"
22880838,"Townhouse in LoHi w Private Rooftop Deck",117347367,"Dave",39.76564,-105.00507,"Entire home/apt",NA,29,241,"2023-12-31",3.08,1,0,8,"2018-BFN-0006996"
22910034,"Stunning downtown home - 30 day rental",34955862,"Scott",39.74307,-104.9759,"Entire home/apt",93,29,51,"2024-06-26",0.66,36,324,1,""
22928612,"City Park West Treehouse",18409967,"Tim",39.7489916096828,-104.962872354057,"Entire home/apt",110,3,181,"2024-06-18",2.49,1,37,22,"2018-BFN-0003395"
22941573,"Mile High Treasure",93886816,"Rose",39.66322,-105.0573,"Entire home/apt",570,5,28,"2023-07-05",0.38,1,63,1,"2019-BFN-0004318"
22941899,"1 Bedroom Extended Stay Furnished Apartment",203341,"Joseph",39.73462,-104.9366,"Entire home/apt",80,31,5,"2021-04-01",0.09,3,272,0,""
22978126,"Denver Urban Tree House",5429864,"Anne",39.75818,-104.97581,"Entire home/apt",140,2,407,"2024-06-22",5.28,1,38,54,"2018-BFN-0000818"
23005566,"Cozy 1br Walking Distance to Downtown/Highlands",26242355,"John",39.76552,-105.00917,"Entire home/apt",NA,1,248,"2024-04-18",3.18,3,0,16,"2019-BFN-0011741"
23006749,"North Highlands 1BR with Easy Access to Downtown",2119786,"Matthew",39.78586,-105.01282,"Entire home/apt",NA,30,221,"2021-11-13",2.84,1,0,0,""
23008069,"Beautiful Condo in Historic Capitol Hill",24644849,"Perry",39.73254,-104.97837,"Entire home/apt",110,30,0,"",NA,1,300,0,""
23040108,"The Perfect Spot!",170977509,"Michelle And Manny",39.7409,-105.05295,"Entire home/apt",206,1,125,"2024-06-06",1.68,1,275,20,""
23060656,"Stylish modern room with rooftop hot tub",2461399,"Nadim",39.73111,-104.99924,"Private room",115,2,323,"2024-06-23",4.15,2,99,65,"2019-BFN-0000689"
23072906,"DTC/ I 225 /I 25 bedroom 30 day discount",5852906,"Dr. Faye",39.64864,-104.88505,"Private room",500,29,6,"2021-03-01",0.1,2,365,0,"2018-BFN-0008538"
23073238,"The Nest in Platt Park - Studio Apartment",2714352,"Eric And Brandy",39.68662,-104.97737,"Entire home/apt",158,2,231,"2024-06-16",2.98,1,68,32,"2018-BFN-0000528"
23103015,"Private suite, walk to restaurants & dog friendly",131966708,"Rekha",39.69391,-104.98634,"Entire home/apt",138,2,143,"2024-06-23",1.87,1,153,16,"2023-BFN-0024878"
23117147,"Easy Access to Red Rocks, Remote Worker Friendly",117916959,"Carol & John",39.66013,-105.04094,"Private room",56,2,82,"2024-03-17",1.13,1,9,10,"2020-BFN-0001287"
23122739,"RiNo Oasis in Historic Area - Walk Everywhere!",38926815,"Adam",39.7543,-104.98388,"Private room",99,2,23,"2023-10-29",0.3,2,10,3,"2021-BFN-0000596"
25540293,"Just Renovated, Fully-Stocked Apt + Free Parking!",161416242,"ELEVATE Short Term Rentals",39.73518,-104.97866,"Entire home/apt",163,1,272,"2024-06-09",3.69,2,285,17,"2018-BFN-0003562"
23170491,"Tess and Alem ( LICENCE # 2018-BFN-0000730)",23123101,"Tesfahun",39.78275,-104.74836,"Private room",76,2,92,"2024-05-24",1.19,1,130,9,"2018-BFN-0000730"
23184004,"RiNo Sanctuary in Historic Area - Walk Everywhere!",38926815,"Adam",39.75496,-104.98438,"Entire home/apt",182,2,25,"2023-10-23",0.33,2,12,15,"2021-BFN-0000596"
23236575,"Unique Gem: Historic Studio, Private Entry, Deck",25244015,"Tim",39.76052,-105.0158,"Entire home/apt",164,1,206,"2024-06-22",2.66,1,149,48,"2018-BFN-0007580"
23269276,"Highlands Square | 1885 Urban Victorian Charmer",26748184,"Danny",39.7625190398318,-105.033728090313,"Entire home/apt",168,4,63,"2024-04-30",0.84,1,197,10,"2019-BFN-0000437"
23287650,"Home away from home, PET Friendly Large Backyard",4669661,"Ashley",39.7472,-104.88536,"Entire home/apt",157,31,1,"2024-05-31",1,1,302,1,""
23291173,"Spacious Guest Suite at City Park",14677251,"Richard",39.74144,-104.94552,"Entire home/apt",89,4,204,"2024-06-27",2.77,1,117,23,"2018-BFN-0000839"
23308643,"Curtis Park Alley Flat",34516070,"Rob",39.75369,-104.97973,"Entire home/apt",152,1,447,"2024-06-27",6.58,1,110,72,"2020-BFN-0001031"
23335521,"Studio Apt in West Highlands, Denver",116710713,"Laura",39.76674,-105.04688,"Private room",NA,30,32,"2024-06-06",0.42,1,31,8,""
23340441,"Perfect Park Hill, bright/renovated Denver charmer",172438722,"Christy",39.75129,-104.91388,"Entire home/apt",212,3,69,"2024-06-26",1.9,1,100,36,"2023-BFN-0064503"
23340759,"Classic townhouse beautifully refurbished.",161171194,"David",39.68752,-104.90084,"Private room",55,29,25,"2023-07-01",0.34,1,83,1,""
23359585,"Romantic Cherry Creek - North- Private Suite",174078964,"Joel",39.71065,-104.95737,"Entire home/apt",209,2,101,"2024-06-22",1.34,1,150,10,"2019-BFN-0000379"
23388648,"Better than a Hotel! Rino /Downtown",4272021,"Sasha",39.7570715706039,-104.981271774764,"Entire home/apt",156,1,358,"2024-06-12",5.29,3,225,52,"2019-BFN-0004507"
23395457,"Sweet Spot in West Washington Park",23318426,"Allison",39.71974,-104.98211,"Entire home/apt",116,29,80,"2023-05-14",1.04,1,326,0,""
23435389,"Little BnB near Downtown Denver with Spa",174805480,"Zachary & Alex",39.76102,-104.95064,"Entire home/apt",148,29,178,"2024-04-22",2.32,1,117,42,"2022-BFN-0003002"
23439150,"Heart of Denver Urban Loft",3113089,"Tanner",39.75415,-104.99875,"Entire home/apt",120,29,0,"",NA,1,90,0,""
23449000,"Downtown Denver Victorian 1-Bedroom Apartment",156914085,"Gary",39.75113,-104.97961,"Entire home/apt",146,3,48,"2024-06-27",0.62,1,90,10,"2016-BFN-0008672"
23452981,"Denver Home w/ Fireplace - Near Golf & Restaurants",151394248,"Evolve",39.69316,-104.98559,"Entire home/apt",122,2,65,"2024-06-18",0.9,7,325,12,"2018-BFN-0001577"
23467833,"Lovely Victorian/3 Bdrms/Next to Botanic Gardens",4150751,"Pamela",39.73268,-104.95908,"Entire home/apt",248,1,196,"2024-06-27",2.77,1,286,60,"2020-BFN-0002436"
23564312,"BEAUTIFUL 3 BEDROOM 3.5 BATH TOWNHOUSE IN ROSEDALE",24157036,"Angela",39.67849,-104.98515,"Entire home/apt",232,30,1,"2021-12-30",0.03,16,325,0,""
23596506,"New 2 bedroom Cosy walkout Basement Near Air port",156965671,"Samson",39.77343,-104.74214,"Private room",70,10,74,"2023-05-02",0.96,1,302,0,"2019-BFN-0010070"
23611485,"Cozy Private Room",136127424,"Kelly",39.66296,-104.92735,"Entire home/apt",65,2,155,"2024-05-31",2.04,1,29,17,"2020-BFN-0001042"
23638833,"Condo in Central Park",20740969,"Magdalena",39.75769,-104.85803,"Entire home/apt",300,30,2,"2018-04-22",0.03,1,88,0,""
23645586,"Farmhouse Style Uptown Square apt! walk downtown",46428722,"Toni",39.74672,-104.97977,"Entire home/apt",NA,29,129,"2024-06-16",1.74,1,5,14,"2020-BFN-0001272"
23685442,"Light filled, homey, quiet & private unit",20045562,"Diana",39.75641,-104.92436,"Entire home/apt",68,1,667,"2024-06-23",8.72,1,180,116,"2019-BFN-0009472"
23696085,"5 Bedroom Luxury Home | LoHi | Broncos Stadium",67514634,"Jordan",39.7456283569336,-105.027153015137,"Entire home/apt",919,29,181,"2024-06-16",2.37,8,359,30,"2022-BFN-0009219"
23762863,"Hip Cool Neighborhood-Close to downtown",2224115,"Kathy",39.76581,-105.02832,"Entire home/apt",91,2,106,"2024-06-26",1.47,2,87,9,"2018-BFN-0001482"
23787610,"Upscale, Spacious Farmhouse  in Central Denver",6356112,"Mario",39.78575,-104.89586,"Entire home/apt",465,3,92,"2024-05-21",1.21,1,176,11,"2018-BFN-0001682"
23804104,"Entire Home Near Sloans Lake and Light Rail",178635165,"Vance And Mary",39.73776,-105.05065,"Entire home/apt",138,29,62,"2023-10-01",0.87,1,39,3,"2018-BFN-0002436"
